plain_x,plain_y,cipher_x,cipher_y
189,200,107,222
121,121,246,225
0,1,209,255
57,61,4,162
4,5,106,177
43,41,210,101
165,173,152,92
6,4,134,184
6,4,106,171
66,63,151,27
141,152,4,217
125,117,191,253
99,102,172,19
28,22,235,40
106,112,131,113
9,7,165,25
146,121,203,131
9,11,112,223
115,127,181,146
125,127,8,205
85,77,99,53
124,104,197,63
117,123,71,120
21,17,61,57
66,57,61,238
198,200,130,36
156,169,71,109
99,98,160,49
13,13,44,40
43,49,130,22
51,56,67,65
195,213,19,61
5,2,54,207
131,132,17,168
5,6,3,228
91,103,30,37
140,144,115,254
11,10,245,36
75,77,10,245
137,137,9,23
0,2,96,70
6,31,79,222
106,115,33,244
129,114,35,83
148,157,161,214
64,68,238,120
183,178,167,183
17,14,151,82
131,134,55,66
33,30,226,196
147,146,229,15
1,1,246,164
84,114,75,31
132,119,244,49
129,144,241,180
14,13,107,75
1,1,80,65
110,111,87,15
152,155,61,91
30,25,151,169
130,151,166,152
68,63,185,24
168,177,239,248
8,11,199,100
13,24,181,65
117,112,67,80
156,163,84,171
132,135,192,80
66,69,131,207
108,109,42,245
87,76,121,78
28,32,44,156
132,122,241,46
136,183,223,37
111,84,66,41
158,149,34,223
96,97,73,45
126,130,160,180
0,0,194,51
173,171,244,166
139,138,204,212
33,45,151,95
85,94,234,238
81,91,205,143
0,1,6,69
138,142,198,222
61,68,16,152
95,93,220,28
205,196,90,238
25,25,213,170
97,95,81,41
128,125,159,113
85,88,200,51
119,131,196,16
64,51,93,71
122,144,91,188
3,3,72,226
123,149,223,159
139,144,78,239
131,127,218,192
6,8,49,224
110,117,154,206
134,135,10,168
0,0,169,172
143,135,171,56
114,114,10,77
155,152,170,237
168,175,152,27
126,120,255,143
160,150,21,75
16,14,36,247
61,72,48,240
33,41,14,127
156,149,133,91
159,158,207,172
96,88,118,12
192,187,70,216
37,40,157,54
165,165,94,47
120,115,232,43
125,129,191,242
0,0,254,103
90,85,155,65
153,154,240,193
113,126,40,9
105,110,76,250
7,7,96,88
138,136,194,139
0,3,216,16
187,200,26,119
93,106,196,231
0,0,209,171
44,48,59,88
83,79,177,155
4,7,83,85
75,73,133,156
134,132,245,141
66,58,51,52
153,155,89,188
66,70,57,51
111,109,146,0
97,97,79,227
167,178,250,16
181,198,185,151
132,135,94,156
28,40,206,252
57,66,185,66
136,139,141,126
94,101,69,106
143,140,182,248
155,151,223,114
192,181,23,218
127,126,203,212
67,42,133,47
146,147,28,148
125,127,181,30
93,105,249,195
5,7,23,242
6,1,238,19
72,70,98,118
143,139,111,14
154,156,78,155
10,6,62,95
170,174,120,26
110,117,213,109
29,27,18,191
117,118,199,203
115,119,2,170
24,41,140,243
130,125,198,218
121,117,189,179
72,69,205,162
1,4,119,214
0,0,98,48
151,147,116,157
76,63,225,102
26,20,137,220
58,57,108,162
91,90,139,83
8,6,190,60
10,7,227,17
53,54,10,184
50,44,139,229
92,90,22,18
104,108,130,184
101,114,108,51
98,103,243,76
25,32,163,114
161,164,187,40
190,165,186,129
47,51,79,128
132,109,67,43
56,56,22,144
105,96,243,217
52,31,238,198
106,119,21,203
143,149,154,69
131,128,138,36
191,192,82,246
71,72,184,11
136,137,222,255
173,171,81,182
133,127,147,182
48,57,103,62
198,173,76,163
151,178,46,94
181,172,220,22
141,146,195,58
2,5,134,84
113,124,244,238
158,155,29,228
63,60,207,175
0,1,232,132
8,18,41,183
79,82,223,233
94,91,148,62
151,149,109,7
58,56,20,180
1,2,161,106
37,52,219,7
1,6,101,152
25,40,44,191
154,70,194,18
2,2,32,111
158,156,114,146
2,4,36,211
116,106,206,65
165,164,51,14
120,82,20,142
2,0,230,23
30,28,249,18
18,11,123,59
81,82,153,66
6,6,228,148
45,45,74,73
21,20,138,26
166,169,212,162
92,73,205,168
21,29,121,159
23,2,85,117
123,70,59,80
9,8,226,208
169,161,92,26
5,7,116,222
161,174,166,197
48,52,206,138
42,45,191,138
105,100,21,77
9,13,170,71
162,146,137,199
96,83,211,88
90,91,123,102
7,0,216,112
3,5,199,235
122,123,139,163
52,54,180,31
