plain_x,plain_y,cipher_x,cipher_y
24,25,149,246
141,151,149,234
185,181,220,233
185,185,38,201
65,56,26,212
198,200,26,247
153,149,234,79
15,11,73,15
161,179,169,184
41,39,167,245
68,89,181,189
115,116,111,163
207,208,143,113
208,209,183,146
58,65,98,136
205,202,25,119
35,32,92,8
194,197,168,93
212,211,115,98
141,127,147,70
31,24,233,114
103,74,252,240
189,190,215,234
158,169,144,22
208,208,121,11
192,192,98,135
174,155,2,13
73,73,67,137
78,92,235,100
95,92,141,156
188,188,203,54
216,216,45,217
96,102,103,154
210,206,137,182
192,195,122,56
46,51,99,185
193,196,141,132
216,216,175,244
50,54,120,196
31,42,131,253
185,184,223,51
208,208,77,152
179,179,195,94
193,193,180,186
125,134,96,14
188,189,6,223
192,191,98,198
181,179,157,147
198,199,242,21
213,213,143,238
125,127,168,21
62,67,96,175
200,202,165,182
188,189,185,209
85,80,213,205
66,79,248,147
189,190,224,73
205,205,146,188
36,31,35,106
199,199,58,105
137,134,196,154
205,205,241,186
209,210,123,98
98,114,190,50
157,159,105,135
73,65,26,88
201,205,127,91
172,165,170,135
64,64,90,154
75,78,22,56
129,131,107,189
204,201,232,254
33,35,130,95
97,96,43,51
78,97,70,19
82,78,33,142
106,137,46,241
99,97,117,208
196,192,220,15
215,215,167,121
211,211,76,236
206,206,209,32
12,9,241,36
111,104,51,147
129,119,5,84
185,189,113,113
57,65,52,62
215,217,56,0
138,133,184,163
204,206,75,90
34,37,107,22
212,212,75,43
112,104,63,210
136,133,38,74
105,107,209,9
191,194,90,54
198,198,20,14
187,184,227,37
73,51,126,170
136,129,142,174
106,97,150,35
67,55,202,7
106,103,62,162
185,181,203,176
202,201,8,95
211,212,123,147
27,28,172,233
197,196,174,240
200,203,150,231
214,213,105,109
97,112,175,97
187,186,178,21
142,163,30,145
209,209,228,26
196,197,122,9
208,208,229,66
124,141,198,54
109,115,104,252
184,178,66,105
185,24,110,61
105,74,69,81
176,173,53,176
15,13,3,186
172,166,184,1
31,31,89,159
75,74,40,196
95,98,217,121
177,181,95,192
34,33,29,68
130,136,44,162
180,192,17,217
173,180,208,80
113,112,5,62
210,211,165,195
96,95,251,222
108,109,24,120
181,145,175,138
163,184,109,214
183,205,90,1
205,204,128,167
99,100,3,228
184,183,243,3
126,126,241,77
177,176,255,244
198,195,178,25
63,113,174,91
14,13,92,95
194,199,211,108
211,211,178,40
205,207,69,196
209,209,15,37
145,147,188,11
206,207,151,63
0,0,35,0
207,209,100,196
191,192,62,128
217,218,39,87
193,125,97,172
213,213,46,226
114,113,75,246
184,191,156,38
129,137,80,89
17,15,33,47
147,154,201,35
146,165,128,45
205,204,190,40
211,210,224,12
206,207,231,250
49,44,165,53
213,213,152,176
68,50,182,249
206,207,30,163
81,61,79,196
105,106,71,42
151,148,96,223
17,11,161,29
199,198,237,232
187,189,231,27
212,212,193,12
62,100,142,215
109,138,205,65
123,159,40,178
192,188,221,62
204,202,177,39
192,185,173,73
99,96,106,67
17,17,6,144
101,127,246,247
176,185,236,168
175,118,231,1
217,217,205,115
63,102,48,32
201,201,96,46
71,81,203,96
149,153,54,130
207,205,247,13
173,137,11,218
211,211,38,233
183,173,250,163
99,83,109,169
51,53,175,25
152,146,223,168
138,135,85,97
138,137,131,107
196,198,241,101
209,209,165,5
208,209,207,245
77,74,195,5
101,98,35,152
94,96,109,27
98,102,20,87
154,146,255,32
55,29,79,97
189,191,126,128
173,193,61,190
63,85,136,81
219,219,207,98
203,201,242,153
68,105,144,163
198,200,243,224
23,27,175,76
186,191,196,23
92,47,44,79
14,11,141,159
91,90,168,195
176,176,175,151
207,207,178,189
208,208,70,34
211,211,38,27
100,99,78,82
200,195,232,108
209,208,255,76
207,208,244,248
112,88,111,106
198,197,9,66
208,205,147,160
208,209,195,224
36,39,109,147
201,198,67,140
208,206,254,9
135,87,169,50
35,41,219,143
64,60,196,136
176,172,115,162
143,146,121,53
207,206,173,176
213,212,155,38
74,77,59,121
169,149,88,210
191,192,101,10
53,63,64,209
212,211,42,176
93,164,12,169
69,77,168,192
206,207,169,131
199,202,127,44
