plain_x,plain_y,cipher_x,cipher_y
31,35,177,252
176,179,255,48
185,183,63,204
186,186,114,90
148,138,145,56
200,204,78,34
188,186,207,185
15,20,45,136
190,201,96,197
63,61,125,136
136,143,114,51
153,150,16,216
211,212,34,75
210,210,102,92
100,114,148,22
208,207,141,91
93,90,248,46
191,193,56,237
215,214,223,22
183,176,29,106
93,81,106,12
149,126,238,217
197,200,179,174
170,182,131,107
211,211,253,198
183,184,232,24
184,162,193,126
120,119,191,125
161,180,118,199
147,141,230,142
186,188,6,58
228,228,23,166
163,164,173,61
228,229,73,112
209,214,143,32
94,100,134,197
193,195,88,2
229,227,157,170
107,109,184,75
109,119,27,104
190,185,86,221
208,208,124,38
180,182,176,179
182,183,234,246
161,170,218,138
190,191,7,173
207,207,165,250
195,192,23,113
199,205,192,128
227,228,119,57
144,148,26,199
124,123,152,76
220,220,158,7
191,190,132,56
145,145,28,92
126,140,128,147
188,186,111,175
213,211,12,12
70,52,76,142
197,198,85,101
151,150,46,187
206,205,4,230
210,210,33,114
170,176,81,186
191,192,208,212
143,119,243,87
216,220,191,0
186,187,130,58
115,113,146,30
137,133,179,40
174,177,249,73
223,221,192,68
97,100,229,4
166,160,249,32
169,159,233,3
152,145,179,58
167,191,204,168
165,161,113,174
198,198,246,102
227,226,53,80
217,218,190,163
209,210,69,175
30,17,203,243
175,172,98,7
176,165,45,115
190,189,250,51
95,106,177,122
222,225,57,22
165,146,53,95
210,210,9,195
99,87,170,119
215,215,41,175
175,173,97,139
183,183,174,161
174,174,4,183
214,216,22,111
216,217,14,241
169,167,33,40
165,120,146,206
154,152,198,80
160,155,233,226
118,95,101,92
141,145,81,14
186,180,113,123
196,194,174,57
216,217,14,110
85,83,62,235
201,199,150,140
204,206,213,116
228,228,66,181
150,167,147,6
202,203,228,215
155,174,248,122
214,214,235,59
199,200,82,39
210,210,205,33
163,176,121,7
171,172,54,47
200,194,19,138
197,78,204,36
171,138,3,183
185,186,140,229
44,45,207,7
189,186,249,192
16,29,51,204
133,127,160,124
115,147,221,200
156,154,28,214
104,75,77,101
108,112,42,167
190,207,85,26
186,197,179,41
173,170,165,178
215,215,194,9
165,165,29,179
170,168,1,112
173,165,162,62
181,196,75,229
209,228,41,184
207,203,218,104
165,168,96,148
171,169,65,213
149,145,7,86
159,160,76,176
196,197,31,222
114,177,40,251
16,17,3,182
198,197,93,29
213,214,104,98
212,211,227,152
214,214,100,159
129,134,44,41
210,211,200,77
0,0,153,99
223,223,168,71
188,193,209,247
225,225,0,86
223,177,145,77
228,227,55,208
169,169,161,100
198,208,165,191
154,157,204,96
22,18,245,194
163,164,242,117
163,184,67,208
209,209,143,165
215,214,10,224
210,210,4,201
130,119,238,230
228,227,187,19
126,99,61,226
209,209,105,238
174,154,181,104
170,172,217,185
163,163,70,206
29,23,8,215
197,199,249,144
193,197,156,16
209,210,161,77
76,104,131,236
162,189,158,121
153,185,78,251
195,189,116,129
208,210,207,60
190,183,156,40
111,110,135,6
19,17,224,97
174,181,57,104
190,197,112,224
209,183,193,93
229,228,15,183
104,154,171,236
206,204,135,20
124,150,111,228
151,153,209,184
209,204,188,41
152,150,168,190
214,214,8,76
205,203,104,7
164,129,7,123
91,95,170,160
178,183,181,229
149,162,113,107
186,190,235,170
186,186,106,34
224,223,157,124
213,213,143,235
130,126,59,105
175,174,91,207
161,168,52,225
125,131,179,236
186,178,57,73
147,82,117,192
197,199,21,187
204,216,129,20
116,150,139,0
231,232,232,15
206,206,207,85
0,175,150,64
205,205,212,248
37,52,81,248
195,196,13,32
156,105,107,66
23,22,33,83
150,145,34,16
179,178,87,122
209,209,161,232
212,212,156,62
213,214,18,231
176,173,234,106
206,202,66,213
226,228,91,131
210,210,116,54
175,159,189,187
199,194,156,198
225,220,150,172
214,215,73,113
71,76,91,163
205,197,127,77
223,220,49,205
187,138,43,178
88,94,162,171
148,140,72,95
210,213,185,45
180,178,141,105
210,210,53,118
227,227,184,118
132,127,80,217
208,193,61,189
180,181,188,26
74,90,4,182
225,225,157,148
130,176,225,16
150,157,123,112
209,209,69,179
198,203,145,140
