plain_x,plain_y,cipher_x,cipher_y
35,38,96,34
174,159,48,5
199,199,94,134
206,201,237,7
154,149,246,213
213,214,154,175
188,187,69,50
47,45,56,66
186,190,91,220
45,48,203,187
98,106,95,75
119,118,68,67
177,179,238,22
173,176,87,34
141,148,96,223
181,183,217,108
122,116,170,96
207,207,75,12
187,187,144,254
153,160,145,86
74,75,146,40
174,155,5,80
171,175,221,44
134,150,88,20
174,173,12,62
104,105,79,6
121,129,242,224
112,110,240,236
195,204,158,146
156,143,246,228
207,201,146,71
223,222,133,167
138,158,211,204
224,227,48,98
207,212,86,189
100,111,163,25
210,209,70,176
222,222,201,142
95,93,243,140
140,140,38,91
197,199,76,168
217,219,31,216
121,126,238,107
60,67,9,73
164,164,25,95
203,208,112,203
184,173,128,187
163,161,71,157
219,218,223,39
223,222,226,216
109,106,213,23
153,146,7,20
220,220,11,250
205,204,191,128
132,127,103,129
95,109,177,43
206,207,104,237
190,192,90,104
55,45,85,128
216,211,94,236
105,106,208,41
211,212,173,36
172,174,176,219
194,193,114,79
193,193,150,245
159,135,81,68
221,221,32,2
206,199,216,90
102,97,194,195
124,124,208,90
160,156,26,95
219,216,91,168
114,128,55,193
148,139,186,190
190,165,255,44
134,116,161,118
193,209,34,175
149,154,89,19
212,212,27,182
221,223,26,144
195,196,172,74
180,180,82,187
43,47,44,146
151,154,129,243
166,157,203,66
206,206,226,168
116,125,242,237
202,208,142,15
110,102,151,31
180,181,125,231
64,64,175,116
187,187,32,54
149,147,62,138
180,186,186,141
151,157,26,102
177,167,107,86
215,217,32,46
52,52,39,108
119,84,104,122
113,114,194,172
139,133,181,245
114,97,14,241
125,133,77,163
200,195,179,58
111,107,103,89
193,193,142,7
63,65,185,25
212,212,223,17
176,179,192,72
223,223,81,83
151,163,43,219
179,174,40,193
132,143,249,244
187,188,202,137
202,210,36,30
174,175,82,135
151,178,201,214
157,154,187,112
170,159,213,194
207,66,150,166
184,146,58,145
210,208,110,202
46,43,147,53
155,155,195,209
38,55,250,212
150,141,163,189
99,124,28,172
39,33,47,186
118,85,89,60
33,36,91,234
166,199,225,206
164,187,140,108
161,161,33,6
190,190,35,60
168,152,35,15
153,149,142,222
204,181,82,233
157,169,141,94
206,221,229,125
213,209,209,109
141,141,103,235
66,65,244,45
101,104,148,193
67,61,251,241
207,206,235,75
148,204,134,213
40,39,80,75
200,203,245,109
176,176,208,202
189,190,181,81
185,186,146,131
48,46,48,227
178,180,191,166
214,217,145,227
220,220,191,234
208,212,110,168
206,206,39,35
219,181,11,198
222,223,41,70
148,146,100,98
175,196,100,244
110,116,98,87
48,46,85,62
127,135,88,19
135,153,201,72
179,179,244,32
188,188,15,109
177,174,235,53
133,133,164,26
224,224,17,203
137,125,191,245
178,177,111,144
197,170,19,150
138,141,163,106
107,109,199,87
41,39,17,8
208,204,32,86
207,205,185,255
147,145,106,242
75,94,157,84
188,214,142,149
171,184,209,43
205,208,45,196
181,183,92,115
207,212,54,134
66,70,109,240
40,39,82,194
199,191,116,246
166,171,60,183
199,175,168,168
222,221,143,199
111,146,142,155
209,211,99,114
113,139,195,154
96,102,226,88
224,215,109,71
37,54,231,225
181,180,126,93
189,186,214,100
168,130,106,244
80,96,29,216
162,172,235,46
121,150,246,57
175,185,33,138
84,79,45,178
222,223,224,42
186,187,16,108
102,99,220,104
162,166,28,18
145,143,8,200
124,134,27,113
181,172,49,89
172,114,247,13
176,182,183,10
208,219,207,20
98,139,253,57
199,196,60,145
212,217,182,78
80,149,228,223
210,211,255,28
73,142,232,112
208,211,111,83
159,96,31,131
46,45,5,54
106,98,75,182
161,142,116,75
174,176,236,180
185,184,30,11
186,184,151,171
160,169,87,64
175,168,72,208
224,227,123,176
174,175,197,66
196,182,76,135
215,214,16,97
217,205,184,217
192,190,21,66
104,96,241,156
214,213,42,82
223,222,80,139
197,165,169,139
103,108,174,172
185,182,3,225
218,220,100,132
158,159,126,141
179,180,228,194
222,223,139,127
129,126,221,166
194,182,155,78
77,78,184,28
65,65,88,31
222,222,227,182
120,157,80,150
170,174,143,137
171,169,254,127
207,209,214,134
